rank,school,grades,students,student/teacher ratio,free lunch recipients,average standard score,rank (2015),rank change from 2015,type,address,city,zip,county,district,charter,magnet,virtual,title i,phone,fulltime teachers,white,black,hispanic,asian,american indian,pacific islander,two or more races
168,Foundation Academy Charter School,K-12,908,13.5,85.00%,48.7,239,71,"Public, Charter, Alternative",363 West State Street,Trenton,8608,Mercer,Foundation Academy Charter School,Yes,(n/a),No,No,(609) 920-9200,67,12 (1.3 %),515 (56.7 %),366 (40.3 %),10 (1.1 %),1 (0.1 %),2 (0.2 %),2 (0.2 %)
169,Lower Cape May Regional High School,12-Sep,867,10.2,49.60%,48.4,212,43,Public,687 Rt 9,Cape May,8204,Cape May,Lower Cape May Regional School District,No,(n/a),No,Yes,(609) 884-3475,85,734 (84.7 %),44 (5.1 %),69 (8.0 %),9 (1.0 %),2 (0.2 %),1 (0.1 %),8 (0.9 %)
170,Piscataway Township High School,12-Sep,"2,173",13.4,34.10%,48,169,-1,Public,100 Behmer Road,Piscataway,8854,Middlesex,Piscataway Township School District,No,(n/a),No,Yes,(732) 981-0700,161,398 (18.3 %),797 (36.7 %),342 (15.7 %),614 (28.3 %),0 (0.0 %),2 (0.1 %),20 (0.9 %)
171,East Brunswick High School,12-Oct,"2,125",12.7,15.20%,47.9,121,-50,Public,380 Cranbury Road,E Brunswick,8816,Middlesex,East Brunswick Township School District,No,(n/a),No,No,(732) 613-6904,167,1173 (55.2 %),96 (4.5 %),149 (7.0 %),694 (32.7 %),1 (0.0 %),4 (0.2 %),8 (0.4 %)
172,Cherokee High School,12-Sep,"2,190",11.9,11.60%,47.9,117,-55,Public,120 Tomlinson Mill Road,Marlton,8053,Burlington,Lenape Regional High School District,No,(n/a),No,Yes,(856) 983-5140,183,1802 (82.3 %),138 (6.3 %),86 (3.9 %),158 (7.2 %),2 (0.1 %),2 (0.1 %),2 (0.1 %)
173,Howell High School,12-Sep,"2,220",15,8.30%,47.7,272,99,Public,405 Squankum Yellowbrook Road,Farmingdale,7727,Monmouth,Freehold Regional High School District,No,(n/a),No,No,(732) 919-2131,148,1904 (85.8 %),84 (3.8 %),127 (5.7 %),84 (3.8 %),1 (0.0 %),5 (0.2 %),15 (0.7 %)
174,Woodstown High School,12-Sep,669,12.6,23.00%,47.4,180,6,Public,140 East Avenue,Woodstown,8098,Salem,Woodstown-Pilesgrove Regional School District,No,(n/a),No,Yes,(856) 769-0144,53,546 (81.6 %),64 (9.6 %),36 (5.4 %),8 (1.2 %),0 (0.0 %),0 (0.0 %),15 (2.2 %)
175,Plainfield Academy For The Arts & Advanced Studies,12-Jul,399,10.5,64.90%,47.3,354,179,Public,1700 West Front St,Plainfield,7063,Union,Plainfield Public Schools,No,(n/a),No,No,(908) 731-4421,38,4 (1.0 %),191 (47.9 %),200 (50.1 %),2 (0.5 %),0 (0.0 %),0 (0.0 %),2 (0.5 %)
176,Palisades Park Junior-Senior High School,12-Aug,549,10.7,46.80%,46.7,143,-33,Public,Veterans Plaza,Palisades Park,7650,Bergen,Palisades Park School District,No,(n/a),No,Yes,(201) 941-1100,51,66 (12.0 %),16 (2.9 %),221 (40.3 %),236 (43.0 %),0 (0.0 %),3 (0.5 %),7 (1.3 %)
177,Middletown High School South,12-Sep,"1,442",12.8,6.50%,46.7,84,-93,Public,900 Nut Swamp Road,Middletown,7748,Monmouth,Middletown Township Public School District,No,(n/a),No,No,(732) 706-6111,112,1323 (91.7 %),22 (1.5 %),56 (3.9 %),31 (2.1 %),2 (0.1 %),3 (0.2 %),5 (0.3 %)
178,Burlington County Inst Of Technical - Westhampton,12-Sep,"1,235",14.3,46.70%,46.5,229,51,Public,695 Woodlane Rd,Westampton,8060,Burlington,Burlington County Institute Of Technology,No,(n/a),No,Yes,(609) 267-4226,86,293 (23.7 %),625 (50.6 %),203 (16.4 %),30 (2.4 %),4 (0.3 %),1 (0.1 %),79 (6.4 %)
179,Haddon Township High School,12-Sep,619,11.6,17.60%,46.4,138,-41,Public,406 Memorial Avenue,Westmont,8108,Camden,Haddon Township School District,No,(n/a),No,No,(856) 869-7750,53,524 (84.7 %),15 (2.4 %),43 (6.9 %),20 (3.2 %),2 (0.3 %),2 (0.3 %),13 (2.1 %)
180,Lodi High School,12-Sep,917,14.3,59.30%,46.3,236,56,Public,99 Putnam Street,Lodi,7644,Bergen,Lodi School District,No,(n/a),No,Yes,(973) 478-6100,64,282 (30.8 %),106 (11.6 %),440 (48.0 %),59 (6.4 %),1 (0.1 %),27 (2.9 %),2 (0.2 %)
181,Haddonfield Memorial High School,12-Sep,798,11.5,1.80%,46.1,103,-78,Public,401 Kings Highway East,Haddonfield,8033,Camden,Haddonfield School District,No,(n/a),No,No,(856) 429-3960,69,707 (88.6 %),9 (1.1 %),23 (2.9 %),46 (5.8 %),0 (0.0 %),0 (0.0 %),13 (1.6 %)
182,Northern Burlington County Regional High School,12-Sep,"1,314",13.4,13.60%,45.7,263,81,Public,160 Mansfield Road East,Columbus,8022,Burlington,Northern Burlington County Regional School District,No,(n/a),No,Yes,(609) 298-3900,98,878 (66.8 %),158 (12.0 %),138 (10.5 %),113 (8.6 %),6 (0.5 %),2 (0.2 %),19 (1.4 %)
183,Wall High School,12-Sep,"1,219",10.6,11.40%,45.6,248,65,Public,1630 18th Ave,Wall,7719,Monmouth,Wall Township Public School District,No,(n/a),No,No,(732) 556-2040,114,1096 (89.9 %),30 (2.5 %),56 (4.6 %),18 (1.5 %),1 (0.1 %),0 (0.0 %),18 (1.5 %)
184,Whippany Park High School,12-Sep,713,13.7,2.20%,45.3,274,90,Public,165 Whippany Road,Whippany,7981,Morris,Hanover Park Regional High School District,No,(n/a),No,No,(973) 887-3004,52,548 (76.9 %),22 (3.1 %),42 (5.9 %),99 (13.9 %),0 (0.0 %),0 (0.0 %),2 (0.3 %)
185,Freehold Township High School,12-Sep,"2,103",15,11.30%,45.3,158,-27,Public,281 Elton Adelphia Road,Freehold,7728,Monmouth,Freehold Regional High School District,No,(n/a),No,Yes,(732) 431-8460,140,1621 (77.1 %),115 (5.5 %),194 (9.2 %),156 (7.4 %),2 (0.1 %),9 (0.4 %),6 (0.3 %)
186,Hamilton North-Nottingham,12-Sep,"1,366",14.3,54.60%,45.2,163,-23,Public,1055 Klockner Road,Hamilton,8619,Mercer,Hamilton Township Public School District,No,(n/a),No,Yes,(609) 631-4161,95,463 (33.9 %),435 (31.8 %),389 (28.5 %),45 (3.3 %),1 (0.1 %),4 (0.3 %),29 (2.1 %)
187,Dover High School,12-Sep,937,12.8,71.60%,45.1,206,19,Public,100 Grace Street,Dover,7801,Morris,Dover Public School District,No,(n/a),No,Yes,(973) 989-2010,73,105 (11.2 %),63 (6.7 %),750 (80.0 %),18 (1.9 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
188,Egg Harbor Township High School,12-Sep,"2,325",11.5,47.40%,45.1,203,15,Public,24 High School Drive,Egg Harbor Township,8234,Atlantic,Egg Harbor Township School District,No,(n/a),No,No,(609) 653-0100,201,1074 (46.2 %),272 (11.7 %),513 (22.1 %),367 (15.8 %),2 (0.1 %),0 (0.0 %),97 (4.2 %)
189,South River High School,12-Sep,615,11.3,11.20%,44.9,113,-76,Public,11 Montgomery Street,South River,8882,Middlesex,South River Public School District,No,(n/a),No,Yes,(732) 613-4014,54,340 (55.3 %),49 (8.0 %),198 (32.2 %),21 (3.4 %),0 (0.0 %),0 (0.0 %),7 (1.1 %)
190,Bayonne High School,12-Sep,"2,405",10.8,65.30%,44.8,91,-99,Public,669 Avenue A,Bayonne,7002,Hudson,Bayonne School District,No,(n/a),No,Yes,(201) 858-5900,221,1035 (43.0 %),262 (10.9 %),876 (36.4 %),189 (7.9 %),2 (0.1 %),4 (0.2 %),37 (1.5 %)
191,Cicely L. Tyson Community Middle/High School,12-Jun,750,9.2,62.50%,44.7,200,9,"Public, Alternative",35 Winans Street,East Orange,7017,Essex,East Orange School District,No,(n/a),No,Yes,(973) 414-8600,81,0 (0.0 %),707 (94.3 %),41 (5.5 %),1 (0.1 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
192,Henry P. Becton Regional High School,12-Sep,468,12,27.80%,44.3,197,5,Public,Vreeland Avenue,East Rutherford,7073,Bergen,Carlstadt-East Rutherford Regional High School District,No,(n/a),No,Yes,(201) 935-3007,39,222 (47.4 %),33 (7.1 %),163 (34.8 %),49 (10.5 %),0 (0.0 %),1 (0.2 %),0 (0.0 %)
193,Bogota Junior/Senior High School,12-Jul,504,12.9,51.80%,44.1,175,-18,Public,2 Henry C Luthin Place,Bogota,7603,Bergen,Bogota Public School District,No,(n/a),No,Yes,(201) 441-4808,39,99 (19.6 %),46 (9.1 %),315 (62.5 %),39 (7.7 %),0 (0.0 %),3 (0.6 %),2 (0.4 %)
194,Ocean Township High School,12-Sep,"1,223",11.3,27.60%,44,260,66,Public,550 West Park Avenue,Oakhurst,7755,Monmouth,Township of Ocean School District,No,(n/a),No,No,(732) 531-5650,108,802 (65.6 %),148 (12.1 %),161 (13.2 %),105 (8.6 %),0 (0.0 %),0 (0.0 %),7 (0.6 %)
195,Rumson-Fair Haven Regional High School,12-Sep,987,12,0.30%,43.7,267,72,Public,74 Ridge Road,Rumson,7760,Monmouth,Rumson-Fair Haven Regional High School School District,No,(n/a),No,No,(732) 842-1597,82,935 (94.7 %),10 (1.0 %),29 (2.9 %),8 (0.8 %),0 (0.0 %),0 (0.0 %),5 (0.5 %)
196,Teaneck High School,12-Sep,"1,322",11.4,5.80%,43.7,213,17,Public,100 Elizabeth Ave,Teaneck,7666,Bergen,Teaneck School District,No,(n/a),No,No,(201) 833-5400,115,166 (12.6 %),563 (42.6 %),413 (31.2 %),129 (9.8 %),7 (0.5 %),4 (0.3 %),40 (3.0 %)
197,Carteret High School,12-Sep,"1,028",12.6,66.30%,43.7,247,50,Public,199 Washington Avenue,Carteret,7008,Middlesex,Carteret Public School District,No,(n/a),No,Yes,(732) 541-8960,81,131 (12.7 %),242 (23.5 %),425 (41.3 %),221 (21.5 %),2 (0.2 %),1 (0.1 %),6 (0.6 %)
198,West Deptford High School,12-Sep,933,14.1,25.20%,43.5,184,-14,Public,1600 Old Crown Point Rd,West Deptford,8093,Gloucester,West Deptford Township School District,No,(n/a),No,No,(856) 848-6110,66,742 (79.5 %),82 (8.8 %),59 (6.3 %),18 (1.9 %),0 (0.0 %),0 (0.0 %),32 (3.4 %)
199,North Brunswick Township High School,12-Sep,"1,787",12.2,39.90%,43.2,148,-51,Public,98 Raider Road,North Brunswick,8902,Middlesex,North Brunswick Township School District,No,(n/a),No,Yes,(732) 289-3702,146,402 (22.5 %),392 (21.9 %),574 (32.1 %),402 (22.5 %),0 (0.0 %),4 (0.2 %),13 (0.7 %)
200,Warren Hills Regional High School,12-Sep,"1,293",13.7,20.50%,42.8,225,25,Public,41 Jackson Valley Road,Washington,7882,Warren,Warren Hills Regional School District,No,(n/a),No,Yes,(908) 689-3050,94,1041 (80.5 %),78 (6.0 %),128 (9.9 %),39 (3.0 %),2 (0.2 %),1 (0.1 %),4 (0.3 %)
201,Hightstown High School,12-Sep,"1,532",12.4,34.30%,42.8,146,-55,Public,25 Leshin Lane,Hightstown,8520,Mercer,East Windsor Regional School District,No,(n/a),No,No,(609) 443-7738,123,589 (38.4 %),193 (12.6 %),484 (31.6 %),257 (16.8 %),1 (0.1 %),1 (0.1 %),7 (0.5 %)
202,Roxbury High School,12-Sep,"1,426",11.1,13.00%,42.7,207,5,Public,One Bryant Drive,Succasunna,7876,Morris,Roxbury Township School District,No,(n/a),No,No,(973) 584-1200,128,1083 (75.9 %),51 (3.6 %),175 (12.3 %),97 (6.8 %),1 (0.1 %),0 (0.0 %),19 (1.3 %)
203,Memorial Senior High School,12-Sep,689,13.7,45.60%,42.5,220,17,Public,375 River Dr,Elmwood Park,7407,Bergen,Elmwood Park School District,No,(n/a),No,No,(201) 796-8700,50,278 (40.3 %),59 (8.6 %),275 (39.9 %),75 (10.9 %),0 (0.0 %),0 (0.0 %),2 (0.3 %)
204,Manalapan High School,12-Sep,"1,939",15.1,8.60%,42.5,106,-98,Public,20 Church Lane,Englishtown,7726,Monmouth,Freehold Regional High School District,No,(n/a),No,No,(732) 792-7200,128,1605 (82.8 %),45 (2.3 %),113 (5.8 %),157 (8.1 %),0 (0.0 %),5 (0.3 %),14 (0.7 %)
205,Manville High School,12-Sep,371,12.3,40.20%,42.4,269,64,Public,1100 Brooks Boulevard,Manville,8835,Somerset,Manville Board Of Education,No,(n/a),No,Yes,(908) 231-6806,30,198 (53.4 %),23 (6.2 %),139 (37.5 %),10 (2.7 %),0 (0.0 %),0 (0.0 %),1 (0.3 %)
206,Salem County Career and Technical High School,12-Sep,739,15,22.90%,42.1,191,-15,Public,880 Route 45,Woodstown,8098,Salem,Salem County Vocational Technical School District,No,(n/a),No,Yes,(856) 769-0101,49,611 (82.7 %),42 (5.7 %),49 (6.6 %),8 (1.1 %),3 (0.4 %),0 (0.0 %),26 (3.5 %)
207,Columbia High School,12-Sep,"1,894",12.8,24.50%,42.1,188,-19,Public,17 Parker Ave,Maplewood,7040,Essex,South Orange-Maplewood School District,No,(n/a),No,No,(973) 762-5600,147,838 (44.2 %),851 (44.9 %),108 (5.7 %),74 (3.9 %),4 (0.2 %),2 (0.1 %),17 (0.9 %)
208,Indian Hills High School,12-Sep,"1,222",10.9,2.10%,42.1,85,-123,Public,97 Yawpo Ave,Oakland,7436,Bergen,Ramapo Indian Hills Regional High School District,No,(n/a),No,Yes,(201) 337-0100,112,1082 (88.5 %),10 (0.8 %),60 (4.9 %),47 (3.8 %),1 (0.1 %),0 (0.0 %),22 (1.8 %)
209,Seneca High School,12-Sep,"1,216",10.7,12.30%,41.5,136,-73,Public,110 Carranza Road,Tabernacle,8088,Burlington,Lenape Regional High School District,No,(n/a),No,Yes,(609) 268-4600,113,1100 (90.5 %),37 (3.0 %),46 (3.8 %),29 (2.4 %),2 (0.2 %),2 (0.2 %),0 (0.0 %)
210,Marlboro High School,12-Sep,"1,959",14.6,4.80%,41.4,130,-80,Public,95 North Main Street,Marlboro,7746,Monmouth,Freehold Regional High School District,No,(n/a),No,No,(732) 617-8393,134,1466 (74.8 %),35 (1.8 %),78 (4.0 %),360 (18.4 %),1 (0.1 %),3 (0.2 %),16 (0.8 %)
211,Jackson Memorial High School,12-Sep,"1,599",13.6,14.00%,41.3,266,55,Public,101 Don Connor Blvd,Jackson,8527,Ocean,Jackson Township School District,No,(n/a),No,No,(732) 833-4670,117,1359 (85.0 %),96 (6.0 %),91 (5.7 %),47 (2.9 %),1 (0.1 %),1 (0.1 %),4 (0.3 %)
212,Garfield High School,12-Sep,"1,052",10.5,68.20%,41.1,,,Public,500 Palisade Ave,Garfield,7026,Bergen,Garfield Public School District,No,(n/a),No,Yes,(973) 340-5010,100,383 (36.4 %),84 (8.0 %),573 (54.5 %),8 (0.8 %),0 (0.0 %),1 (0.1 %),3 (0.3 %)
213,Edison High School,12-Sep,"1,938",12.2,35.10%,41,120,-93,Public,50 Boulevard Of The Eagles,Edison,8817,Middlesex,Edison Township School District,No,(n/a),No,Yes,(732) 650-5200,158,587 (30.3 %),280 (14.4 %),363 (18.7 %),691 (35.7 %),2 (0.1 %),7 (0.4 %),8 (0.4 %)
214,Hawthorne High School,12-Sep,664,12.2,23.60%,40.9,150,-64,Public,160 Parmelee Avenue,Hawthorne,7506,Passaic,Hawthorne Public School District,No,(n/a),No,No,(973) 423-6415,54,453 (68.2 %),21 (3.2 %),179 (27.0 %),11 (1.7 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
215,Memorial High School,12-Sep,"1,923",13.3,78.40%,40.9,252,37,Public,5501 Park Ave,West New York,7093,Hudson,West New York Board Of Education,No,(n/a),No,Yes,(201) 553-4110,144,88 (4.6 %),21 (1.1 %),1796 (93.4 %),17 (0.9 %),1 (0.1 %),0 (0.0 %),0 (0.0 %)
216,Newark Technical,12-Sep,758,13.5,86.80%,40.8,196,-20,Public,91 West Market Street,Newark,7103,Essex,Essex County Vocational Technical School District,No,(n/a),No,Yes,(973) 412-2204,56,4 (0.5 %),448 (59.1 %),298 (39.3 %),4 (0.5 %),2 (0.3 %),0 (0.0 %),2 (0.3 %)
217,Mainland Regional High School,12-Sep,"1,316",11.7,19.80%,40.8,217,0,Public,1301 Oak Avenue,Linwood,8221,Atlantic,Mainland Regional High School District,No,(n/a),No,Yes,(609) 927-4151,112,918 (69.8 %),81 (6.2 %),179 (13.6 %),74 (5.6 %),2 (0.2 %),1 (0.1 %),61 (4.6 %)
218,Dunellen High School,12-Sep,332,11,45.20%,40.7,311,93,Public,411 First Street,Dunellen,8812,Middlesex,Dunellen Public School District,No,(n/a),No,Yes,(732) 968-0885,30,137 (41.3 %),39 (11.7 %),135 (40.7 %),21 (6.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
219,Delaware Valley Regional High School,12-Sep,883,12.6,8.50%,40.4,126,-93,Public,19 Senator Stout Rd,Frenchtown,8825,Hunterdon,Delaware Valley Regional High School District,No,(n/a),No,Yes,(908) 996-2131,70,813 (92.1 %),12 (1.4 %),40 (4.5 %),12 (1.4 %),0 (0.0 %),0 (0.0 %),6 (0.7 %)
220,Pennsauken High School,12-Sep,"1,402",12.1,64.50%,40.4,288,68,Public,800 Hylton Road,Pennsauken,8110,Camden,Pennsauken Township Board Of Education School District,No,(n/a),No,Yes,(856) 662-8500,115,184 (13.1 %),479 (34.2 %),589 (42.0 %),142 (10.1 %),1 (0.1 %),1 (0.1 %),6 (0.4 %)
221,Sayreville War Memorial High School,12-Sep,"1,685",13,37.00%,40.4,168,-53,Public,820 Washington Road,Parlin,8859,Middlesex,Sayreville School District,No,(n/a),No,No,(732) 525-5252,129,803 (47.7 %),279 (16.6 %),314 (18.6 %),255 (15.1 %),1 (0.1 %),4 (0.2 %),29 (1.7 %)
222,Passaic Valley Regional High School,12-Sep,"1,301",12.2,33.10%,40.4,305,83,Public,170 East Main Street,Little Falls,7424,Passaic,Passaic Valley Regional High School District #1,No,(n/a),No,Yes,(973) 890-2500,106,801 (61.6 %),43 (3.3 %),379 (29.1 %),70 (5.4 %),0 (0.0 %),0 (0.0 %),8 (0.6 %)
223,Hamilton East - Steinert,12-Sep,"1,272",12.8,13.10%,40.2,176,-47,Public,2900 Klockner Road,Hamilton,8690,Mercer,Hamilton Township Public School District,No,(n/a),No,No,(609) 631-4150,99,995 (78.2 %),69 (5.4 %),105 (8.3 %),65 (5.1 %),2 (0.2 %),4 (0.3 %),32 (2.5 %)
224,Hackensack High School,12-Sep,"1,806",13,53.90%,40.2,259,35,Public,First & Beech Streets,Hackensack,7601,Bergen,Hackensack School District,No,(n/a),No,Yes,(201) 646-7900,138,347 (19.2 %),477 (26.4 %),858 (47.5 %),115 (6.4 %),5 (0.3 %),2 (0.1 %),2 (0.1 %)
225,Jonathan Dayton High School,12-Sep,610,13.2,11.60%,40.1,142,-83,Public,139 Mountain Ave.,Springfield,7081,Union,Springfield Public School District,No,(n/a),No,Yes,(973) 376-1025,46,383 (62.8 %),92 (15.1 %),92 (15.1 %),34 (5.6 %),1 (0.2 %),4 (0.7 %),4 (0.7 %)
226,Watchung Hills Regional High School,12-Sep,"2,151",12.7,2.00%,40,154,-72,Public,108 Stirling Rd,Warren,7059,Somerset,Watchung Hills Regional High School District,No,(n/a),No,Yes,(908) 647-4800,169,1500 (69.7 %),50 (2.3 %),173 (8.0 %),367 (17.1 %),3 (0.1 %),4 (0.2 %),54 (2.5 %)
227,Bloomfield Technical,12-Sep,496,12.4,80.70%,39.9,112,-115,Public,209 Franklin Street,Bloomfield,7003,Essex,Essex County Vocational Technical School District,No,(n/a),No,Yes,(973) 412-2206,40,5 (1.0 %),221 (44.6 %),265 (53.4 %),0 (0.0 %),2 (0.4 %),3 (0.6 %),0 (0.0 %)
228,Maple Shade High School,12-Jul,858,12,41.50%,39.9,193,-35,Public,180 Frederick Ave,Maple Shade,8052,Burlington,Maple Shade School District,No,(n/a),No,Yes,(856) 779-2880,71,571 (66.6 %),106 (12.4 %),142 (16.6 %),27 (3.1 %),0 (0.0 %),0 (0.0 %),12 (1.4 %)
229,Central Regional High School,12-Sep,"1,308",13.4,34.20%,39.8,290,61,Public,509 Forest Hills Parkway,Bayville,8721,Ocean,Central Regional School District,No,(n/a),No,Yes,(732) 269-1100,97,955 (73.0 %),97 (7.4 %),180 (13.8 %),29 (2.2 %),1 (0.1 %),1 (0.1 %),45 (3.4 %)
230,Belvidere High School,12-Sep,477,10.8,11.50%,39.3,299,69,Public,809 Oxford Street,Belvidere,7823,Warren,Belvidere School District,No,(n/a),No,Yes,(908) 475-4025,44,427 (89.5 %),5 (1.0 %),28 (5.9 %),7 (1.5 %),0 (0.0 %),0 (0.0 %),10 (2.1 %)
231,West Orange High School,12-Sep,"2,084",11.3,48.90%,39.2,194,-37,Public,51 Conforti Ave,West Orange,7052,Essex,West Orange Public Schools,No,(n/a),No,No,(973) 669-5301,184,396 (19.0 %),990 (47.5 %),557 (26.7 %),121 (5.8 %),1 (0.0 %),1 (0.0 %),18 (0.9 %)
232,Bloomfield High School,12-Sep,"2,016",12.4,50.60%,39.2,323,91,Public,160 Broad Street,Bloomfield,7003,Essex,Bloomfield Township School District,No,(n/a),No,Yes,(973) 680-8500,162,527 (26.1 %),582 (28.9 %),726 (36.0 %),163 (8.1 %),4 (0.2 %),13 (0.6 %),1 (0.0 %)
233,Cape May County Technical High SChool,12-Sep,609,9.2,26.80%,39.2,281,48,Public,188 Crest Haven Rd,Cape May Court House,8210,Cape May,Cape May County Technical High School District,No,(n/a),No,Yes,(609) 465-2161,66,511 (83.9 %),29 (4.8 %),49 (8.0 %),12 (2.0 %),1 (0.2 %),0 (0.0 %),7 (1.1 %)
234,Audubon Junior/Senior High School,12-Jul,865,12,27.10%,38.1,162,-72,Public,350 Edgewood Avenue,Audubon,8106,Camden,Audubon Public School Disrict,No,(n/a),No,Yes,(856) 547-7695,72,757 (87.5 %),39 (4.5 %),49 (5.7 %),14 (1.6 %),0 (0.0 %),1 (0.1 %),5 (0.6 %)
235,Hopewell Valley Central High School,12-Sep,"1,253",11.9,3.80%,38.1,134,-101,Public,259 Pennington Titusville Rd,Pennington,8534,Mercer,Hopewell Valley Regional School District,No,(n/a),No,No,(609) 737-4003,105,1025 (81.8 %),46 (3.7 %),44 (3.5 %),125 (10.0 %),0 (0.0 %),0 (0.0 %),13 (1.0 %)
236,Delsea Regional High School,12-Sep,"1,138",13.2,24.10%,38,204,-32,Public,242 Fries Mill Rd,Franklinville,8322,Gloucester,Delsea Regional High School District,No,(n/a),No,Yes,(856) 694-0100,86,900 (79.1 %),142 (12.5 %),58 (5.1 %),20 (1.8 %),0 (0.0 %),2 (0.2 %),16 (1.4 %)
237,Shore Regional High School,12-Sep,621,10.8,4.50%,38,227,-10,Public,132 Monmouth Park Highway 36,West Long Branch,7764,Monmouth,Shore Regional High School District,No,(n/a),No,No,(732) 222-9300,57,571 (91.9 %),7 (1.1 %),24 (3.9 %),7 (1.1 %),1 (0.2 %),1 (0.2 %),10 (1.6 %)
238,Arts High School,12-Jul,709,12.2,66.70%,38,208,-30,Public,550 M L King Blvd,Newark,7102,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-7391,58,54 (7.6 %),403 (56.8 %),250 (35.3 %),1 (0.1 %),1 (0.1 %),0 (0.0 %),0 (0.0 %)
239,Jackson Liberty High School,12-Sep,"1,367",14.5,26.60%,37.9,280,41,Public,125 North Hope Chapel Road,Jackson,8527,Ocean,Jackson Township School District,No,(n/a),No,Yes,(732) 833-4700,94,1060 (77.5 %),100 (7.3 %),156 (11.4 %),47 (3.4 %),0 (0.0 %),1 (0.1 %),3 (0.2 %)
240,North Arlington High School,12-Sep,482,10.4,17.80%,37.7,159,-81,Public,222 Ridge Road,North Arlington,7031,Bergen,North Arlington School District,No,(n/a),No,No,(201) 991-6800,46,290 (60.2 %),9 (1.9 %),167 (34.6 %),16 (3.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
241,West Milford High School,12-Sep,"1,147",11.5,10.30%,37.7,219,-22,Public,67 Highlander Drive,West Milford,7480,Passaic,West Milford Township Public School District,No,(n/a),No,No,(973) 838-6515,99,1069 (93.2 %),13 (1.1 %),47 (4.1 %),11 (1.0 %),6 (0.5 %),0 (0.0 %),1 (0.1 %)
242,Cedar Creek High School,12-Sep,921,13.1,40.60%,37.5,215,-27,Public,1701 New York Ave.,Egg Harbor City,8215,Atlantic,Greater Egg Harbor Regional High School District,No,(n/a),No,Yes,(609) 593-3560,70,601 (65.3 %),123 (13.4 %),162 (17.6 %),27 (2.9 %),2 (0.2 %),0 (0.0 %),6 (0.7 %)
243,American History High School,12-Jul,445,12.7,64.70%,37.5,226,-17,Public,74 Montgomery St,Newark,7103,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-7333,35,2 (0.4 %),351 (78.9 %),87 (19.6 %),5 (1.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
244,Chartertech High School For The Performing Arts,12-Sep,339,8.9,57.20%,37.5,291,47,"Public, Charter",413 New Road,Somers Point,8244,Atlantic,Chartertech High School For The Performing Arts,Yes,(n/a),No,Yes,(609) 926-7694,38,89 (26.3 %),143 (42.2 %),92 (27.1 %),3 (0.9 %),0 (0.0 %),0 (0.0 %),12 (3.5 %)
245,Wood-Ridge Junior/Senior High School,12-Jul,579,12,23.70%,37,198,-47,Public,258 Hackensack St,Wood Ridge,7075,Bergen,Wood-Ridge School District,No,(n/a),No,Yes,(201) 933-6777,48,381 (65.8 %),24 (4.1 %),129 (22.3 %),45 (7.8 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
246,Lawrence High School,12-Sep,"1,143",12.1,23.60%,36.8,254,8,Public,2525 Princeton Pike,Lawrenceville,8648,Mercer,Lawrence Township Public School District,No,(n/a),No,No,(609) 671-5510,94,531 (46.5 %),205 (17.9 %),194 (17.0 %),160 (14.0 %),0 (0.0 %),0 (0.0 %),53 (4.6 %)
247,School of Health Science,12-Sep,274,9.1,77.00%,36.7,233,-14,Public,5-7 Colt St,Paterson,7505,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0560,30,22 (8.0 %),56 (20.4 %),173 (63.1 %),23 (8.4 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
248,Raritan High School,12-Sep,968,12.4,16.20%,36.6,317,69,Public,419 Middle Road,Hazlet,7730,Monmouth,Hazlet Township Public School District,No,(n/a),No,No,(732) 264-8411,78,806 (83.3 %),21 (2.2 %),110 (11.4 %),28 (2.9 %),0 (0.0 %),0 (0.0 %),3 (0.3 %)
249,Boonton High School,12-Sep,595,11.4,26.60%,36.6,243,-6,Public,306 Lathrop Avenue,Boonton,7005,Morris,Boonton Town School District,No,(n/a),No,Yes,(973) 335-9700,52,380 (63.9 %),37 (6.2 %),100 (16.8 %),65 (10.9 %),0 (0.0 %),11 (1.8 %),2 (0.3 %)
250,Sussex County Technical School,12-Sep,756,12,14.80%,36.5,161,-89,Public,105 North Church Road,Sparta,7871,Sussex,Sussex County Technical School District,No,(n/a),No,Yes,(973) 383-6700,63,670 (88.6 %),16 (2.1 %),51 (6.7 %),14 (1.9 %),5 (0.7 %),0 (0.0 %),0 (0.0 %)
251,Manasquan High School,12-Sep,963,13.9,14.40%,35.5,144,-107,Public,167 Broad Street,Manasquan,8736,Monmouth,Manasquan School District,No,(n/a),No,Yes,(732) 528-8820,69,842 (87.4 %),24 (2.5 %),80 (8.3 %),16 (1.7 %),1 (0.1 %),0 (0.0 %),0 (0.0 %)
